,author,title,description,url,content,source
57,Max Zahn,What could Trump do to lower grocery prices? Experts weigh in,Food prices have climbed more than 25% since President Joe Biden took office.,https://abcnews.go.com/Business/trump-lower-grocery-prices-experts-weigh/story?id=115855901,"President-elect Donald Trump sharply criticized the rising price of groceries throughout his campaign, even delivering an address outside his New Jersey home in August alongside a table covered with … [+6102 chars]",2024-11-16T10:10:01Z
58,jerry.hildenbrand@futurenet.com (Jerry Hildenbrand),Xiaomi making its own chip is the right move. Here's why.,Xiaomi can customize a chip relatively free from the Qualcomm tax.,https://www.androidcentral.com/phones/xiaomi-making-its-own-chip-is-the-right-move-heres-why,"Xiaomi is one of the biggest makers of consumer electronics in the world, even though there is a good chance you haven't used any of its products. The company makes some of the best smartphones, whic… [+4342 chars]",2024-11-27T21:00:00Z
59,Timi Cantisano,Corning agrees to open up Gorilla Glass sales after antitrust pressure,"Corning's Gorilla Glass could be less exclusive, showing up on more devices in the future",https://www.androidpolice.com/corning-gorilla-glass-sales-after-antitrust-pressure/,"Key Takeaways
<ul><li> Corning is facing anti-competitive accusations and looking to implement guidelines to address them. </li><li> The commitments include waiving exclusivity clauses, not requirin… [+4559 chars]",2024-11-25T23:26:44Z
60,Joe Rossignol,"Apple in 2025: Home Hub, iPhone SE 4, AirTag 2, New iPads, and More","Barring any surprises, Apple is not expected to release any more new hardware before 2024 ends. Apple is rumored to have many product announcements planned for the first half of next year, though, including an all-new smart home hub, the iPhone SE 4, an AirTa…",https://www.macrumors.com/2024/11/21/apple-products-rumored-for-early-2025/,"Barring any surprises, Apple is not expected to release any more new hardware before 2024 ends. Apple is rumored to have many product announcements planned for the first half of next year, though, in… [+4869 chars]",2024-11-21T19:56:54Z
61,Steve Wilson,Supply chain threats highlight security gaps in LLMs and AI,Open-source AI faces increasing security threats; learn how LLM vulnerabilities impact software supply chains.,https://www.techradar.com/pro/supply-chain-threats-highlight-security-gaps-in-llms-and-ai,"Recently, DevOps professionals were reminded that the software supply chain is rife with risk, or as I like to say, it’s a raging dumpster fire. Sadly, this risk now includes open source artificial i… [+10649 chars]",2024-11-20T15:23:39Z
62,Katherine Watt,What Today's Jobs Report Means for Mortgage Rates and the Fed,Strong economic data could encourage the Federal Reserve to postpone interest rate cuts in 2025.,https://www.cnet.com/personal-finance/what-todays-jobs-report-means-for-mortgage-rates-and-the-fed/,"Why can't a ""strong"" labor market also mean affordable mortgage rates? 
On Friday, the Bureau of Labor Statistics released what was generally considered a positive jobs report for November. Though u… [+5900 chars]",2024-12-06T14:11:00Z
63,Stacey Leasca,"Costco Is Recalling 10,800 Units of Its Kirkland Signature Pasture-Raised Eggs Over Salmonella Concerns","The eggs, which came in 24-count boxes and weren't meant to be sold in stores, ""were instead packaged and distributed in retail packaging.""",https://www.foodandwine.com/costco-kirkland-signature-egg-recall-salmonella-2024-8753900,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
T… [+3462 chars]",2024-12-02T19:29:00Z
64,Giuseppe Migliorino,Tim Cook in Cina per un importante summit sulla supply chain,"Tim Cook torna in Cina per il terzo viaggio dell’anno, partecipando a un summit sulla supply chain con leader globali e il premier cinese Li Qiang.
Link all'articolo originale: Tim Cook in Cina per un importante summit sulla supply chain",https://www.iphoneitalia.com/832513/tim-cook-in-cina-per-un-importante-summit-sulla-supply-chain,"Tim Cook  ha visitato la Cina per la terza volta nel 2024, per partecipare al China International Supply Chain Expo e a incontri di alto livello con il premier cinese Li Qiang e altri leader aziendal… [+1663 chars]",2024-11-25T14:52:02Z
65,"Sin To, Brand Contributor, 
 Sin To, Brand Contributor
 https://www.forbes.com/sites/sap/people/sinto/",The Critical Role Of The Humanitarian Supply Chain,"Hundreds of millions of people depend on humanitarian aid. Given the current geopolitical, economic and ecological crises, it is more important than ever.",https://www.forbes.com/sites/sap/2024/12/05/the-critical-role-of-the-humanitarian-supply-chain/,"Airplane and cargo on forklift trucke
getty
Most people think of the global supply chain as a commercial process to ship products to consumers. However, there is also a humanitarian supply chain th… [+5690 chars]",2024-12-05T12:54:27Z
66,Sead Fadilpašić,"Ransomware attack on Blue Yonder hits Starbucks, grocery stores across the world","A major supply chain management company was hit with ransomware, sending ripples throughout the business world.",https://www.techradar.com/pro/security/ransomware-attack-on-blue-yonder-hits-starbucks-grocery-stores-across-the-world,"<ul><li>Blue Yonder confirmed suffering a ransomware attack</li><li>Several of its customers came forward, saying they were affected, too</li><li>At press time, the company was still working on resto… [+2337 chars]",2024-11-26T15:02:00Z
67,HDblog.it,Allarme ransomware: la supply chain nel mirino dei criminali informatici,OpenText Cybersecurity Ransomware Survey 2024,https://www.hdblog.it/business/articoli/n598635/opentext-ricerca-sicurezza-informatica-2024/,"Il panorama della sicurezza informatica è in costante fermento, con i criminali che affinano le proprie tecniche e sfruttano nuove vulnerabilità per colpire aziende e organizzazioni di ogni dimension… [+3102 chars]",2024-11-11T06:50:00Z
68,news@appleinsider.com (Charles Martin),Apple Vision Pro 2 with M5 chip likely to arrive before budget models,"Apple is likely to launch a refreshed Apple Vision Pro headset before a cheaper version of the product arrives, according to a new report.An updated Apple Vision Pro could sport an M5 chip and other improvements.Apple is believed to be working on ""several ide…",https://appleinsider.com/articles/24/11/10/apple-vision-pro-2-with-m5-chip-likely-to-arrive-before-budget-models,"Apple is likely to launch a refreshed Apple Vision Pro headset before a cheaper version of the product arrives, according to a new report.
Apple is believed to be working on ""several ideas"" for its … [+1136 chars]",2024-11-10T14:29:57Z
69,Britney Nguyen,Elon Musk's demands for Nvidia's AI chips strained its supply,Tesla (TSLA) CEO Elon Musk’s aggressive pursuit of artificial intelligence chips for his supercomputer has pushed Nvidia (NVDA) to its production limits.Read more...,https://qz.com/elon-musk-nvidia-ai-chips-strain-supply-xai-colossus-1851709302,"In This Story
Tesla (TSLA-2.21%
) CEO Elon Musks aggressive pursuit of artificial intelligence chips for his supercomputer has pushed Nvidia (NVDA-3.30%
) to its production limits.
In an email to… [+1732 chars]",2024-11-27T16:23:00Z
70,Ellen Jennings-Trace,Starbucks has gone back to pen and paper after vendor ransomware attack,Employee pay and schedules are being tracked on paper at Starbucks following supply chain attack.,https://www.techradar.com/pro/security/starbucks-has-gone-back-to-pen-and-paper-after-vendor-ransomware-attack,<ul><li>Starbucks stores are using pen and paper to track employee hours after attack</li><li>Third-party Vendor Blue Yonder hit with ransomware attack</li><li>Retail stores in the UK and US affected… [+2119 chars],2024-11-27T10:52:12Z
71,Michael Burkhardt,Gurman: Apple Vision Pro 2 on track for release between Fall 2025 and Spring 2026,"In the latest Power On newsletter, Mark Gurman from Bloomberg reported that the 2nd generation of Apple Vision Pro is expected to hit the market between fall of 2025 and spring of 2026. This mostly aligns with previous reports, although slightly less optimist…",https://9to5mac.com/2024/11/10/apple-vision-pro-2-fall-2025-spring-2026/,"In the latest Power On newsletter, Mark Gurman from Bloomberg reported that the 2nd generation of Apple Vision Pro is expected to hit the market between fall of 2025 and spring of 2026. This mostly a… [+1755 chars]",2024-11-10T13:22:14Z
72,Ellie Barbee,Big Changes Are Coming To Fast Food Chains In 2025,"Plenty of fast food chains have struggled this year, but that hasn't stopped their ambitions to make big changes in 2025. We take a look at what's cooking.",https://www.mashed.com/1719310/big-changes-coming-fast-food-chains-2025/,"What keeps the world going round? An argument could be made in favor of powerhouse fast food companies like McDonald's, Burger King, or Starbucks, whose countless storefronts keep millions of hungry … [+17874 chars]",2024-11-25T13:30:02Z
73,Simmone Shah,Why Trump’s Tariffs Could Raise Grocery Prices,"While Donald Trump has promised to ease voters' concerns about prices, experts say his proposed tariffs could raise the cost of groceries. Here's how.",https://time.com/7177699/trump-tariffs-grocery-prices/,"On the campaign trail, President-elect Donald Trump spoke of the burden grocery prices were placing on Americans and promised to help bring relief to more households. Its a vow that may have helped h… [+3870 chars]",2024-11-19T22:22:22Z
74,Sasha Rogelberg,"Boeing whistleblower claims ‘thousands’ of broken parts, including crucial steering tools, ended up on airplanes",Boeing denied the allegations and said it investigated quality investigator Sam Mohawk’s claims and found no evidence of missing defective parts on its...,https://www.yahoo.com/news/boeing-whistleblower-claims-thousands-broken-022700454.html,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
<… [+5128 chars]",2024-12-10T02:27:00Z
75,Benjamin Zhang,The imported cars and SUVs most at risk of price hikes under Trump's tariff plan,President-elect Trump announced on Monday plans to levy 25% tariffs on goods from Canada and Mexico.,https://www.businessinsider.com/cars-made-in-mexico-canada-trump-tariff-price-hikes-2024-11,"Cars made in Canada and Mexico.BMW, Volkswagen, Honda, Stellantis, Toyota, General Motors
<ul><li>President-elect Trump plans to levy 25% tariffs on goods from Canada and Mexico, he said Monday.</li… [+4091 chars]",2024-11-26T22:31:32Z
